"Shape Area","Type","Households","Quality Flags","name","GeoUID","CSD_UID","Population","CT_UID","Dwellings","CD_UID","CMA_UID","Region Name","Area (sq km)","v_CA21_10: Total - Age","v_CA21_9: Total - Age","v_CA21_8: Total - Age","v_CA21_601: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_646: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_645: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_600: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_4873: Total - Visible minority for the population in private households","v_CA21_4874: Total - Visible minority for the population in private households","v_CA21_4918: Total - Ethnic or cultural origin for the population in private households","v_CA21_4919: Total - Ethnic or cultural origin for the population in private households","v_CA21_5800: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5801: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5809: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5810: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5818: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","v_CA21_5819: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","Longitude","Latitude"
0.2047,"DA",159,"0","35250545","35250545","3525005",454,"5370003.04",167,"3525","35537","35250545",0.2047,220,235,455,175,100,100,145,180,200,180,200,150,175,90,95,145,175,-79.8857191568343,43.2276784338293
0.1299,"DA",242,"0","35250546","35250546","3525005",397,"5370004.01",251,"3525","35537","35250546",0.1299,210,190,395,180,100,100,210,220,195,220,190,205,180,140,105,210,180,-79.8806709554533,43.2262206656404
0.1439,"DA",151,"0","35250547","35250547","3525005",412,"5370004.01",151,"3525","35537","35250547",0.1439,205,200,410,195,100,100,205,210,225,215,225,205,195,130,120,200,195,-79.8759566705112,43.224763531028
0.0854,"DA",293,"0","35250548","35250548","3525005",696,"5370004.01",296,"3525","35537","35250548",0.0854,355,340,695,315,100,100,275,330,370,325,370,270,310,160,175,275,310,-79.8755961306096,43.2266101076902
0.1088,"DA",247,"0","35250549","35250549","3525005",523,"5370010.00",251,"3525","35537","35250549",0.1088,265,260,525,215,100,100,210,260,235,260,235,215,215,150,140,210,215,-79.8667829600652,43.2333199779031
0.1174,"DA",201,"0","35250550","35250550","3525005",490,"5370010.00",205,"3525","35537","35250550",0.1174,250,240,490,200,100,100,215,250,235,245,230,215,195,165,150,215,195,-79.8637612632953,43.2317880198378
0.1243,"DA",202,"0","35250551","35250551","3525005",481,"5370010.00",206,"3525","35537","35250551",0.1243,255,225,485,200,100,100,185,210,230,215,230,185,195,135,120,180,200,-79.8604563469235,43.2312650916572
0.1159,"DA",143,"0","35250552","35250552","3525005",408,"5370009.00",151,"3525","35537","35250552",0.1159,225,185,405,180,100,100,135,155,230,150,225,135,185,110,140,135,185,-79.8574634808726,43.2300609644648
0.104,"DA",188,"0","35250553","35250553","3525005",495,"5370009.00",197,"3525","35537","35250553",0.104,260,235,495,240,100,100,225,265,290,265,285,220,245,150,150,225,240,-79.8546223103217,43.2298693972764
0.1094,"DA",197,"0","35250554","35250554","3525005",492,"5370021.00",205,"3525","35537","35250554",0.1094,255,235,490,180,100,100,175,215,195,215,195,180,180,140,135,175,175,-79.8547438304027,43.2329194410761
0.0903,"DA",165,"0","35250555","35250555","3525005",407,"5370021.00",171,"3525","35537","35250555",0.0903,215,195,405,170,100,100,165,190,195,190,195,165,170,100,95,165,170,-79.8511805582912,43.234283446668
0.133,"DA",225,"0","35250556","35250556","3525005",553,"5370021.00",234,"3525","35537","35250556",0.133,270,280,550,250,100,100,200,235,285,235,280,200,250,130,165,200,250,-79.849187427059,43.2322885959863
0.1274,"DA",292,"0","35250557","35250557","3525005",711,"5370009.00",304,"3525","35537","35250557",0.1274,400,315,710,335,100,100,200,320,430,320,430,200,335,155,225,205,335,-79.8510025120114,43.2291798495996
0.1297,"DA",208,"0","35250558","35250558","3525005",517,"5370008.00",212,"3525","35537","35250558",0.1297,260,260,520,280,100,100,240,285,320,285,325,235,285,170,190,240,280,-79.8469794268849,43.2279833366006
0.1123,"DA",194,"0","35250559","35250559","3525005",493,"5370022.00",197,"3525","35537","35250559",0.1123,260,240,490,180,100,100,205,220,220,215,215,205,185,135,115,205,180,-79.8449931150522,43.2305783097315
0.1268,"DA",331,"0","35250560","35250560","3525005",565,"5370008.00",339,"3525","35537","35250560",0.1268,320,245,565,305,100,100,260,265,320,265,315,260,305,135,85,255,300,-79.8421920618184,43.2275012846113
0.161,"DA",161,"0","35250561","35250561","3525005",402,"5370008.00",162,"3525","35537","35250561",0.161,200,205,405,170,100,100,160,195,190,195,195,165,170,120,125,160,170,-79.8430467918679,43.2245227535812
0.1724,"DA",228,"0","35250562","35250562","3525005",536,"5370007.00",234,"3525","35537","35250562",0.1724,265,275,535,240,100,100,250,285,275,280,280,250,245,130,160,250,240,-79.8380541090919,43.2253040965684
0.0888,"DA",268,"0","35250563","35250563","3525005",569,"5370007.00",279,"3525","35537","35250563",0.0888,295,275,570,230,100,100,200,275,275,280,275,205,230,180,160,200,230,-79.8392440914134,43.2220672914306
0.1502,"DA",227,"0","35250564","35250564","3525005",530,"5370007.00",229,"3525","35537","35250564",0.1502,275,260,530,260,100,100,240,270,290,270,285,240,260,180,170,240,260,-79.8342517661994,43.2245213742339
0.1961,"DA",267,"0","35250565","35250565","3525005",743,"5370007.00",271,"3525","35537","35250565",0.1961,365,380,740,300,100,100,305,375,350,370,350,300,300,215,195,305,295,-79.8327439416961,43.2220044225358
0.1734,"DA",180,"0","35250566","35250566","3525005",476,"5370006.00",187,"3525","35537","35250566",0.1734,240,235,475,215,100,100,165,220,260,215,260,170,215,115,140,165,215,-79.8286461528733,43.2205194518434
0.1025,"DA",248,"0","35250567","35250567","3525005",566,"5370006.00",255,"3525","35537","35250567",0.1025,280,290,565,235,100,100,240,305,265,305,270,240,235,160,160,240,235,-79.8306854526157,43.2177408027793
0.1202,"DA",327,"0","35250568","35250568","3525005",703,"5370006.00",333,"3525","35537","35250568",0.1202,345,355,700,315,100,100,280,330,355,325,355,280,315,175,195,280,315,-79.826655702063,43.2166462469118
0.1401,"DA",168,"0","35250569","35250569","3525005",456,"5370005.03",170,"3525","35537","35250569",0.1401,235,220,455,185,100,100,185,225,225,225,230,185,185,105,115,185,190,-79.8285940759393,43.2139157409736
0.1027,"DA",175,"0","35250570","35250570","3525005",482,"5370005.03",181,"3525","35537","35250570",0.1027,260,225,480,200,100,100,235,270,235,270,235,235,200,125,100,235,200,-79.82514625156,43.2128606642523
0.0413,"DA",258,"0","35250571","35250571","3525005",419,"5370005.03",259,"3525","35537","35250571",0.0413,255,165,420,235,100,100,145,150,230,150,235,145,230,40,55,145,235,-79.8242641587581,43.2113934506883
1.0347,"DA",259,"0","35250572","35250572","3525005",632,"5370006.00",267,"3525","35537","35250572",1.0347,320,310,630,280,100,100,255,285,300,285,300,260,280,185,195,255,280,-79.8196828029141,43.2095007624801
0.2273,"DA",386,"0","35250573","35250573","3525005",1155,"5370005.03",389,"3525","35537","35250573",0.2273,590,565,1155,495,100,100,470,540,575,540,580,470,495,280,315,470,495,-79.8276299553276,43.2080788699922
0.0922,"DA",135,"0","35250574","35250574","3525005",430,"5370001.01",135,"3525","35537","35250574",0.0922,225,210,430,240,100,100,230,255,255,255,260,230,245,125,135,230,240,-79.828253502086,43.2044609857198
0.1198,"DA",237,"0","35250578","35250578","3525005",804,"5370001.02",238,"3525","35537","35250578",0.1198,430,375,805,310,100,100,300,405,445,400,440,300,315,205,230,300,310,-79.8434583732792,43.1949803720097
0.0787,"DA",136,"0","35250579","35250579","3525005",418,"5370001.02",139,"3525","35537","35250579",0.0787,210,210,420,205,100,100,160,185,220,185,215,155,205,100,130,160,205,-79.8465265885001,43.1935274535028
0.0501,"DA",125,"0","35250580","35250580","3525005",396,"5370001.02",129,"3525","35537","35250580",0.0501,235,160,395,205,100,100,100,185,250,185,250,105,205,65,145,100,200,-79.8458288732332,43.1914809060191
0.1963,"DA",270,"0","35250581","35250581","3525005",824,"5370001.02",271,"3525","35537","35250581",0.1963,420,405,825,340,100,100,365,410,385,410,380,365,335,245,230,370,340,-79.850442001872,43.1932110514194
0.091,"DA",228,"0","35250582","35250582","3525005",616,"5370001.02",233,"3525","35537","35250582",0.091,320,300,615,310,100,100,235,285,330,285,330,235,310,160,180,235,305,-79.8529215361872,43.1909914980719
0.3126,"DA",187,"0","35250583","35250583","3525005",562,"5370001.02",190,"3525","35537","35250583",0.3126,300,265,565,265,100,100,235,275,310,270,310,235,260,190,220,235,265,-79.8496342389833,43.1886916274844
0.1233,"DA",180,"0","35250585","35250585","3525005",588,"5370001.08",181,"3525","35537","35250585",0.1233,295,290,590,240,100,100,220,275,280,275,285,220,240,115,125,220,240,-79.8567196466108,43.1946587515792
0.3594,"DA",444,"0","35250586","35250586","3525005",1503,"5370001.08",448,"3525","35537","35250586",0.3594,765,735,1505,610,100,100,620,760,755,755,750,620,610,440,415,625,610,-79.858147444919,43.1971842336054
0.0605,"DA",105,"0","35250587","35250587","3525005",311,"5370001.08",105,"3525","35537","35250587",0.0605,165,145,310,155,100,100,145,170,170,175,175,145,155,75,95,140,155,-79.8540310218916,43.1998769180232
0.1015,"DA",155,"0","35250588","35250588","3525005",473,"5370001.08",156,"3525","35537","35250588",0.1015,245,230,475,210,100,100,195,210,255,215,255,195,210,105,130,190,210,-79.852843685417,43.2002934092826
0.1604,"DA",220,"0","35250589","35250589","3525005",670,"5370001.06",223,"3525","35537","35250589",0.1604,330,340,670,315,100,100,265,335,365,335,365,260,315,155,215,265,315,-79.8551665602586,43.2037817964943
0.0849,"DA",132,"0","35250590","35250590","3525005",384,"5370001.06",133,"3525","35537","35250590",0.0849,200,190,385,165,100,100,170,190,185,195,185,170,160,105,100,170,165,-79.8516165001812,43.204316505199
0.2191,"DA",217,"0","35250591","35250591","3525005",693,"5370001.06",218,"3525","35537","35250591",0.2191,340,355,695,270,100,100,280,355,320,355,325,280,270,180,170,280,270,-79.8536262295451,43.2067715815481
0.2134,"DA",187,"0","35250592","35250592","3525005",543,"5370001.06",187,"3525","35537","35250592",0.2134,290,255,545,280,100,100,240,285,310,280,310,240,280,180,210,235,280,-79.8514469171196,43.2088716566072
0.1302,"DA",133,"0","35250593","35250593","3525005",541,"5370005.01",136,"3525","35537","35250593",0.1302,285,250,540,155,100,100,140,190,195,195,200,140,155,90,105,140,150,-79.8502549531689,43.2110128075034
0.1313,"DA",213,"0","35250594","35250594","3525005",625,"5370005.01",216,"3525","35537","35250594",0.1313,325,300,625,280,100,100,260,295,320,300,325,260,280,120,130,260,280,-79.8515061637647,43.212580718995
0.0999,"DA",158,"0","35250595","35250595","3525005",471,"5370005.01",159,"3525","35537","35250595",0.0999,230,240,475,170,100,100,190,235,195,230,195,195,170,135,105,195,170,-79.8532197124418,43.2150617907191
0.2606,"DA",211,"0","35250596","35250596","3525005",636,"5370005.01",212,"3525","35537","35250596",0.2606,315,320,635,250,100,100,210,320,320,320,320,210,250,145,195,210,250,-79.847466590366,43.2152140882357
0.11,"DA",141,"0","35250597","35250597","3525005",406,"5370005.01",144,"3525","35537","35250597",0.11,205,200,410,195,100,100,135,160,245,160,240,135,190,90,115,135,190,-79.8504227584,43.2177607265119
0.1161,"DA",149,"0","35250598","35250598","3525005",430,"5370005.01",154,"3525","35537","35250598",0.1161,220,215,430,225,100,100,205,230,240,230,235,205,225,135,140,210,225,-79.849231912714,43.2195724314282
0.0494,"DA",265,"0","35250599","35250599","3525005",466,"5370005.01",278,"3525","35537","35250599",0.0494,280,190,465,240,100,100,220,220,255,220,255,220,240,125,85,220,240,-79.8446246094799,43.2186380254586
0.1134,"DA",157,"0","35250600","35250600","3525005",389,"5370008.00",158,"3525","35537","35250600",0.1134,185,205,390,150,100,100,185,205,165,200,165,185,150,135,120,185,150,-79.8442294306901,43.2210720826158
0.1001,"DA",386,"0","35250601","35250601","3525005",617,"5370007.00",394,"3525","35537","35250601",0.1001,375,240,615,350,100,100,200,230,385,230,385,200,345,110,130,200,350,-79.8401768499987,43.2199004273863
0.0662,"DA",262,"0","35250602","35250602","3525005",461,"5370005.02",272,"3525","35537","35250602",0.0662,250,210,465,240,100,100,190,205,250,210,250,190,240,80,60,190,240,-79.8422347471839,43.2174567929881
0.2999,"DA",241,"0","35250603","35250603","3525005",697,"5370005.02",246,"3525","35537","35250603",0.2999,365,335,700,375,100,100,290,355,495,355,495,290,375,205,240,285,375,-79.8382202915852,43.2154791652516
0.1499,"DA",218,"0","35250604","35250604","3525005",503,"5370007.00",224,"3525","35537","35250604",0.1499,255,255,505,185,100,100,195,215,210,215,210,195,185,120,100,190,185,-79.8358554362067,43.2188498154036
0.0954,"DA",153,"0","35250605","35250605","3525005",469,"5370005.02",160,"3525","35537","35250605",0.0954,240,230,470,160,100,100,160,205,215,205,215,155,165,100,105,155,165,-79.8366119821766,43.2125510936173
0.1341,"DA",221,"0","35250606","35250606","3525005",534,"5370005.03",224,"3525","35537","35250606",0.1341,270,260,535,265,100,100,225,260,280,255,280,230,260,130,135,230,265,-79.8327001909835,43.2139995732394
0.2375,"DA",171,"0","35250607","35250607","3525005",471,"5370005.03",175,"3525","35537","35250607",0.2375,255,215,470,255,100,100,245,285,285,280,280,245,255,165,170,245,255,-79.8316448990454,43.210336227124
0.0576,"DA",135,"0","35250608","35250608","3525005",428,"5370005.03",137,"3525","35537","35250608",0.0576,230,200,425,160,100,100,130,235,220,235,220,135,165,85,135,130,165,-79.8346167061255,43.2082735161964
0.094,"DA",188,"0","35250609","35250609","3525005",523,"5370005.02",189,"3525","35537","35250609",0.094,265,260,520,240,100,100,205,240,275,245,275,200,240,150,170,205,240,-79.8394180680905,43.2094994808264
0.1339,"DA",177,"0","35250610","35250610","3525005",531,"5370005.02",180,"3525","35537","35250610",0.1339,275,255,530,220,100,100,200,250,265,245,260,195,225,110,135,200,225,-79.8401099093681,43.2113906630607
0.1055,"DA",161,"0","35250611","35250611","3525005",479,"5370005.02",165,"3525","35537","35250611",0.1055,255,225,480,200,100,100,190,220,255,225,260,190,200,130,150,185,200,-79.8435680626822,43.2139131634978
0.1528,"DA",205,"0","35250612","35250612","3525005",613,"5370005.02",207,"3525","35537","35250612",0.1528,345,265,610,280,100,100,220,275,325,275,320,215,275,135,185,220,280,-79.8429100963918,43.209415581709
0.2474,"DA",374,"0","35250613","35250613","3525005",1040,"5370001.07",378,"3525","35537","35250613",0.2474,550,485,1040,460,100,100,370,480,550,485,555,370,460,280,305,370,460,-79.8429214654667,43.2067324828832
0.067,"DA",119,"0","35250614","35250614","3525005",378,"5370001.07",120,"3525","35537","35250614",0.067,190,190,380,210,100,100,165,200,245,205,245,160,210,105,120,165,210,-79.8454002977297,43.2050531338637
0.1545,"DA",141,"0","35250615","35250615","3525005",395,"5370001.07",145,"3525","35537","35250615",0.1545,205,185,395,175,100,100,160,180,195,175,195,160,180,105,100,160,180,-79.8439581509837,43.2037058759658
0.0391,"DA",91,"0","35250616","35250616","3525005",254,"5370001.07",92,"3525","35537","35250616",0.0391,130,125,250,100,NA,NA,85,110,135,110,135,90,100,75,80,85,105,-79.8483447449084,43.2039284075169
0.0578,"DA",166,"0","35250617","35250617","3525005",465,"5370001.07",171,"3525","35537","35250617",0.0578,235,225,465,190,100,100,150,190,230,195,230,150,190,95,130,150,195,-79.8480898915005,43.2016837823795
0.0538,"DA",80,"0","35250618","35250618","3525005",242,"5370001.07",83,"3525","35537","35250618",0.0538,120,125,245,115,NA,NA,130,135,130,130,135,125,115,100,60,130,115,-79.8446055654596,43.201107364557
0.1598,"DA",165,"0","35250619","35250619","3525005",499,"5370001.02",167,"3525","35537","35250619",0.1598,250,245,495,190,100,100,230,275,215,275,210,230,190,160,120,230,195,-79.8455051609432,43.1993992996517
0.1612,"DA",134,"0","35250620","35250620","3525005",463,"5370001.02",135,"3525","35537","35250620",0.1612,245,220,465,205,100,100,175,220,250,220,250,175,205,100,145,175,205,-79.8467343913726,43.1966122302358
0.1227,"DA",294,"0","35250621","35250621","3525005",784,"5370001.02",296,"3525","35537","35250621",0.1227,420,365,785,360,100,100,305,390,415,390,415,305,360,195,220,305,360,-79.8502499887353,43.1978854194758
0.0679,"DA",149,"0","35250622","35250622","3525005",447,"5370001.07",152,"3525","35537","35250622",0.0679,230,215,445,165,100,100,180,255,240,255,245,175,165,125,145,180,170,-79.8413246933255,43.2008324884662
0.0691,"DA",139,"0","35250623","35250623","3525005",400,"5370001.07",139,"3525","35537","35250623",0.0691,205,195,400,155,100,100,160,195,205,195,205,160,155,80,90,160,155,-79.8405056421885,43.2036172127296
0.2718,"DA",245,"0","35250624","35250624","3525005",711,"5370008.00",260,"3525","35537","35250624",0.2718,400,310,710,195,100,100,210,225,220,230,225,210,195,120,95,210,195,-79.8482648210091,43.2234122348856
0.1577,"DA",168,"0","35250625","35250625","3525005",452,"5370009.00",173,"3525","35537","35250625",0.1577,230,220,450,220,100,100,145,180,250,175,250,145,220,90,140,150,220,-79.8542243360018,43.2234060364238
0.2041,"DA",215,"0","35250626","35250626","3525005",554,"5370009.00",220,"3525","35537","35250626",0.2041,280,270,550,265,100,100,300,340,315,345,320,300,265,185,185,305,265,-79.8537195945592,43.2260489164614
0.0737,"DA",173,"0","35250627","35250627","3525005",540,"5370009.00",173,"3525","35537","35250627",0.0737,255,285,540,190,100,100,225,245,210,240,210,225,190,120,110,225,190,-79.8583313175259,43.2271349403865
0.0806,"DA",242,"0","35250628","35250628","3525005",420,"5370009.00",255,"3525","35537","35250628",0.0806,265,155,420,255,100,100,175,200,275,200,275,170,255,70,75,175,255,-79.8596642912029,43.2245958014806
0.6522,"DA",417,"0","35250629","35250629","3525005",898,"5370005.01",426,"3525","35537","35250629",0.6522,515,385,900,480,100,100,345,420,535,420,535,345,485,195,220,345,480,-79.8603679162065,43.2176577673839
0.104,"DA",145,"0","35250630","35250630","3525005",418,"5370005.01",148,"3525","35537","35250630",0.104,200,220,420,185,100,100,190,220,210,215,210,190,185,110,125,190,185,-79.8573057222558,43.2143554305114
0.1402,"DA",184,"0","35250631","35250631","3525005",472,"5370005.01",191,"3525","35537","35250631",0.1402,245,225,470,215,100,100,175,195,230,195,235,175,215,105,115,175,215,-79.8548661565851,43.2189044019666
0.0565,"DA",321,"0","35250632","35250632","3525005",658,"5370005.01",334,"3525","35537","35250632",0.0565,355,305,660,290,100,100,265,305,350,305,345,265,290,190,205,265,295,-79.8541418170942,43.2211005560731
0.0937,"DA",88,"0","35250633","35250633","3525005",237,"5370004.02",88,"3525","35537","35250633",0.0937,120,115,235,100,NA,NA,115,130,100,125,105,115,100,70,60,110,100,-79.8697184527506,43.2174000120296
0.2206,"DA",286,"0","35250634","35250634","3525005",771,"5370004.02",288,"3525","35537","35250634",0.2206,420,350,770,335,100,100,260,335,400,340,395,260,330,135,240,255,335,-79.86833557137,43.2164155199273
0.0677,"DA",136,"0","35250635","35250635","3525005",407,"5370004.02",137,"3525","35537","35250635",0.0677,215,190,410,195,100,100,135,185,235,185,235,135,195,70,140,135,195,-79.87338334816,43.2181401819201
0.2361,"DA",306,"0","35250636","35250636","3525005",993,"5370001.05",308,"3525","35537","35250636",0.2361,490,495,995,370,100,100,410,535,455,535,460,410,370,265,270,410,365,-79.8708276555023,43.2136883415859
0.5081,"DA",606,"0","35250637","35250637","3525005",1629,"5370001.05",623,"3525","35537","35250637",0.5081,890,740,1625,740,100,100,605,755,885,760,890,605,745,380,435,600,740,-79.8736814805149,43.2104070606528
0.0405,"DA",91,"0","35250638","35250638","3525005",255,"5370001.05",92,"3525","35537","35250638",0.0405,145,110,255,135,100,100,100,105,150,105,155,100,140,80,80,100,135,-79.8700380130837,43.2073267920702
0.1083,"DA",204,"0","35250639","35250639","3525005",663,"5370001.06",208,"3525","35537","35250639",0.1083,335,325,660,300,100,100,235,310,385,315,380,235,300,140,195,235,300,-79.8670780988272,43.2073013761362
0.0833,"DA",180,"0","35250640","35250640","3525005",442,"5370001.08",185,"3525","35537","35250640",0.0833,235,205,440,210,100,100,195,205,230,205,235,195,215,125,125,195,210,-79.8681004113948,43.2045574005213
0.082,"DA",141,"0","35250641","35250641","3525005",441,"5370001.08",143,"3525","35537","35250641",0.082,235,210,440,190,100,100,150,185,220,180,220,155,190,100,125,150,190,-79.8626983232666,43.2035848362005
0.1201,"DA",205,"0","35250642","35250642","3525005",767,"5370001.06",207,"3525","35537","35250642",0.1201,385,380,765,265,100,100,195,240,315,245,315,195,265,125,180,195,265,-79.861891477654,43.2054352853111
0.1189,"DA",162,"0","35250643","35250643","3525005",532,"5370001.06",163,"3525","35537","35250643",0.1189,260,270,535,225,100,100,280,305,260,305,265,280,225,175,150,275,225,-79.8586676620503,43.2076444638394
0.0692,"DA",100,"0","35250644","35250644","3525005",313,"5370001.06",100,"3525","35537","35250644",0.0692,160,155,315,115,100,100,110,120,140,120,135,115,115,70,80,110,110,-79.8598989267469,43.209907208119
0.3843,"DA",192,"0","35250645","35250645","3525005",589,"5370001.06",193,"3525","35537","35250645",0.3843,295,290,590,235,100,100,240,305,270,305,270,240,235,145,130,240,235,-79.8629784965118,43.210271208484
0.2507,"DA",270,"0","35250646","35250646","3525005",930,"5370001.08",274,"3525","35537","35250646",0.2507,445,485,930,370,100,100,405,515,430,515,430,405,370,280,260,405,370,-79.859307146761,43.2011851941082
0.3687,"DA",337,"0","35250647","35250647","3525005",1051,"5370001.08",342,"3525","35537","35250647",0.3687,585,465,1050,500,100,100,365,470,600,470,600,365,500,240,345,360,505,-79.8657715405059,43.1996183792493
0.2088,"DA",320,"0","35250648","35250648","3525005",988,"5370001.08",322,"3525","35537","35250648",0.2088,530,455,985,425,100,100,355,440,545,435,545,355,430,205,280,355,425,-79.8701277725891,43.1997617384386
0.1105,"DA",217,"0","35250649","35250649","3525005",700,"5370001.04",224,"3525","35537","35250649",0.1105,370,335,700,280,100,100,235,320,375,320,375,235,275,165,205,235,280,-79.8726200521818,43.2022043061029
0.1124,"DA",167,"0","35250650","35250650","3525005",922,"5370001.04",169,"3525","35537","35250650",0.1124,555,365,925,200,100,100,190,255,260,255,260,190,200,125,160,190,200,-79.8747770491976,43.1996734195331
0.1614,"DA",96,"0","35250651","35250651","3525005",309,"5370001.04",97,"3525","35537","35250651",0.1614,155,155,310,120,100,100,135,145,145,145,145,135,120,90,75,135,120,-79.878372202551,43.2030338296962
0.1483,"DA",204,"0","35250652","35250652","3525005",696,"5370001.04",206,"3525","35537","35250652",0.1483,340,355,695,315,100,100,325,375,355,375,355,325,315,215,170,325,310,-79.8794809329632,43.2005044646761
0.8319,"DA",606,"0","35250655","35250655","3525005",1978,"5370001.04",617,"3525","35537","35250655",0.8319,1015,965,1975,795,100,100,770,930,985,925,985,770,800,460,575,770,795,-79.8863590139403,43.2055411055116
0.0793,"DA",178,"0","35250656","35250656","3525005",524,"5370001.04",179,"3525","35537","35250656",0.0793,300,225,520,260,100,100,210,305,295,305,290,205,260,130,165,210,260,-79.8796835152361,43.2054908002906
0.1057,"DA",199,"0","35250657","35250657","3525005",646,"5370001.04",203,"3525","35537","35250657",0.1057,330,310,645,280,100,100,245,285,335,285,330,245,280,165,170,245,280,-79.8772041359498,43.2065442947525
0.0608,"DA",95,"0","35250658","35250658","3525005",279,"5370001.04",95,"3525","35537","35250658",0.0608,145,135,275,145,100,100,110,135,160,140,165,105,145,75,95,110,145,-79.8742374019718,43.2056767117881
0.0925,"DA",185,"0","35250659","35250659","3525005",549,"5370001.04",187,"3525","35537","35250659",0.0925,290,255,550,275,100,100,200,245,315,245,310,200,275,120,180,205,275,-79.8721418792541,43.2051557815536
0.4877,"DA",410,"0","35250661","35250661","3525005",1282,"5370002.01",417,"3525","35537","35250661",0.4877,640,635,1280,535,100,100,500,625,590,625,590,500,530,300,330,505,535,-79.8912154567531,43.2152738160133
0.4833,"DA",558,"0","35250662","35250662","3525005",1857,"5370002.01",567,"3525","35537","35250662",0.4833,910,945,1860,770,100,100,685,855,940,860,940,690,770,460,545,685,775,-79.898323227085,43.2178701772936
0.1688,"DA",235,"0","35250663","35250663","3525005",732,"5370002.01",238,"3525","35537","35250663",0.1688,360,375,730,325,100,100,350,395,385,395,385,350,325,225,220,355,330,-79.9020138464121,43.2153597742497
0.126,"DA",186,"0","35250664","35250664","3525005",452,"5370006.00",188,"3525","35537","35250664",0.126,215,235,450,145,100,100,200,215,170,215,165,195,140,125,100,200,145,-79.8237295584277,43.2189686249341
0.2115,"DA",178,"0","35250665","35250665","3525005",497,"5370006.00",185,"3525","35537","35250665",0.2115,240,255,495,210,100,100,170,220,235,220,240,170,210,115,105,165,210,-79.818931113605,43.2202365277069
0.1521,"DA",171,"0","35250666","35250666","3525005",458,"5370006.00",175,"3525","35537","35250666",0.1521,230,230,455,210,100,100,220,245,265,245,265,220,210,130,130,220,210,-79.8190051354361,43.2163865281352
0.117,"DA",140,"0","35250667","35250667","3525005",314,"5370043.00",220,"3525","35537","35250667",0.117,145,165,315,155,100,100,165,190,185,195,180,165,155,80,80,165,155,-79.9214991474071,43.2512611910006
0.1347,"DA",200,"0","35250668","35250668","3525005",432,"5370043.00",263,"3525","35537","35250668",0.1347,190,245,430,190,100,100,220,220,185,225,190,220,190,120,70,220,185,-79.9179521630832,43.2550194519801
0.1982,"DA",197,"0","35250669","35250669","3525005",451,"5370043.00",333,"3525","35537","35250669",0.1982,205,245,450,165,100,100,225,250,190,250,195,225,165,125,75,225,170,-79.9218013329589,43.2556435661568
0.432,"DA",113,"0","35250670","35250670","3525005",277,"5370045.00",189,"3525","35537","35250670",0.432,130,145,280,85,NA,NA,100,110,95,110,100,100,85,30,40,105,90,-79.917995891861,43.2603283030524
0.1487,"DA",173,"0","35250671","35250671","3525005",377,"5370043.00",288,"3525","35537","35250671",0.1487,195,190,375,170,100,100,200,210,190,215,185,205,175,110,90,205,170,-79.9139815865886,43.2565022265421
0.1806,"DA",203,"0","35250672","35250672","3525005",446,"5370045.00",362,"3525","35537","35250672",0.1806,225,225,445,195,100,100,165,175,225,180,225,170,195,80,75,165,200,-79.91020178451,43.2598619760508
0.1112,"DA",193,"0","35250675","35250675","3525005",442,"5370045.00",257,"3525","35537","35250675",0.1112,220,225,445,205,100,100,190,215,220,215,220,195,205,135,140,190,205,-79.905096588643,43.2599530599265
0.1047,"DA",178,"0","35250676","35250676","3525005",446,"5370045.00",208,"3525","35537","35250676",0.1047,220,225,445,220,100,100,175,215,275,215,275,175,225,120,135,175,220,-79.9033882467681,43.2622483754711
0.1026,"DA",162,"0","35250677","35250677","3525005",448,"5370045.00",199,"3525","35537","35250677",0.1026,240,205,445,145,100,100,160,200,195,200,190,155,140,95,95,160,145,-79.9074274222627,43.2632420387435
1.5396,"DA",147,"0","35250678","35250678","3525005",451,"5370045.00",165,"3525","35537","35250678",1.5396,230,225,450,175,100,100,195,220,205,220,205,190,180,95,85,195,180,-79.9135941710558,43.2667901388313
0.7631,"DA",361,"0","35250679","35250679","3525005",775,"5370045.00",533,"3525","35537","35250679",0.7631,340,435,775,345,100,100,395,415,355,415,350,395,345,150,125,395,340,-79.9287272979545,43.2611142288736
0.3981,"DA",295,"0","35250680","35250680","3525005",624,"5370043.00",417,"3525","35537","35250680",0.3981,280,350,625,260,100,100,325,345,265,345,265,325,260,180,120,325,260,-79.9285366645418,43.2547541513615
0.609,"DA",360,"0","35250681","35250681","3525005",914,"5370043.00",444,"3525","35537","35250681",0.609,410,505,915,365,100,100,445,490,395,490,400,450,360,265,230,445,365,-79.9249771977065,43.2501304687201
