"Shape Area","Type","Households","Quality Flags","name","GeoUID","CSD_UID","Population","CT_UID","Dwellings","CD_UID","CMA_UID","Region Name","Area (sq km)","v_CA21_10: Total - Age","v_CA21_9: Total - Age","v_CA21_8: Total - Age","v_CA21_601: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_646: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_645: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_600: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_4873: Total - Visible minority for the population in private households","v_CA21_4874: Total - Visible minority for the population in private households","v_CA21_4918: Total - Ethnic or cultural origin for the population in private households","v_CA21_4919: Total - Ethnic or cultural origin for the population in private households","v_CA21_5800: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5801: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5809: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5810: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5818: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","v_CA21_5819: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","Longitude","Latitude"
0.048,"DA",93,"0","35250117","35250117","3525005",279,"5370002.01",95,"3525","35537","35250117",0.048,140,135,280,120,100,100,135,140,135,140,130,135,120,80,70,130,120,-79.9031973391418,43.2212452523114
0.0907,"DA",131,"0","35250118","35250118","3525005",378,"5370002.01",131,"3525","35537","35250118",0.0907,190,185,375,160,100,100,150,195,195,195,195,150,165,80,100,150,160,-79.9045251834038,43.218986449359
0.1017,"DA",186,"0","35250119","35250119","3525005",483,"5370002.03",191,"3525","35537","35250119",0.1017,255,230,485,230,100,100,205,240,260,240,255,205,230,120,145,205,230,-79.9089929216864,43.21893138663
0.0599,"DA",143,"0","35250120","35250120","3525005",389,"5370002.03",144,"3525","35537","35250120",0.0599,210,175,390,165,100,100,145,170,200,165,200,145,165,125,110,145,165,-79.9107329590526,43.2171458301401
0.0759,"DA",178,"0","35250121","35250121","3525005",472,"5370002.07",182,"3525","35537","35250121",0.0759,255,215,470,190,100,100,170,215,240,220,240,170,190,135,120,170,190,-79.9103649832575,43.2147427620525
0.0972,"DA",130,"0","35250122","35250122","3525005",375,"5370002.07",132,"3525","35537","35250122",0.0972,200,175,375,165,100,100,150,190,200,190,195,150,165,90,85,150,170,-79.9130575469025,43.2151367184083
0.09,"DA",124,"0","35250123","35250123","3525005",353,"5370002.07",126,"3525","35537","35250123",0.09,180,175,355,160,100,100,175,195,190,195,190,175,165,115,90,175,160,-79.9166542140338,43.2169697137627
0.1108,"DA",185,"0","35250124","35250124","3525005",491,"5370002.03",185,"3525","35537","35250124",0.1108,255,235,490,255,100,100,205,255,290,255,290,205,255,125,130,210,250,-79.9149007459817,43.2188805406191
0.0601,"DA",118,"0","35250125","35250125","3525005",338,"5370002.03",119,"3525","35537","35250125",0.0601,175,165,340,150,100,100,145,175,195,180,195,145,150,100,110,140,150,-79.9133411698489,43.2199613432064
0.0745,"DA",236,"0","35250126","35250126","3525005",623,"5370002.04",244,"3525","35537","35250126",0.0745,325,300,625,235,100,100,225,300,290,300,285,220,235,125,140,225,230,-79.9193281239805,43.220054907751
0.4257,"DA",464,"0","35250127","35250127","3525005",1559,"5370002.07",470,"3525","35537","35250127",0.4257,795,765,1560,755,100,100,635,755,905,755,905,640,750,440,510,640,755,-79.9228455797421,43.2144936318527
0.119,"DA",129,"0","35250128","35250128","3525005",448,"5370002.04",130,"3525","35537","35250128",0.119,215,230,445,225,100,100,200,225,245,225,240,200,220,115,150,200,225,-79.9261321614027,43.2214021305078
0.0693,"DA",117,"0","35250129","35250129","3525005",366,"5370002.04",118,"3525","35537","35250129",0.0693,185,180,370,165,100,100,135,180,180,180,185,130,165,95,95,135,165,-79.9231813763623,43.2216535226836
0.1321,"DA",103,"0","35250130","35250130","3525005",301,"5370002.04",105,"3525","35537","35250130",0.1321,160,140,300,130,100,100,130,145,145,140,150,135,135,70,75,130,130,-79.9216202566772,43.2231580582263
0.2102,"DA",238,"0","35250133","35250133","3525005",374,"5370002.06",245,"3525","35537","35250133",0.2102,260,115,375,230,100,100,95,95,230,95,230,95,230,0,10,95,230,-79.9107762379744,43.2044340259257
0.3358,"DA",274,"0","35250134","35250134","3525005",735,"5370002.06",278,"3525","35537","35250134",0.3358,395,340,735,330,100,100,270,285,370,285,370,270,330,120,155,270,330,-79.90311167507,43.2025683034298
1.7108,"DA",666,"0","35250135","35250135","3525005",2097,"5370002.06",675,"3525","35537","35250135",1.7108,1080,1015,2095,875,100,100,785,1020,1055,1020,1055,785,875,535,615,785,875,-79.9006276319481,43.2089968656449
0.2555,"DA",123,"0","35250136","35250136","3525005",372,"5370002.06",125,"3525","35537","35250136",0.2555,180,190,370,150,100,100,160,200,180,195,185,160,150,100,90,160,150,-79.8985315800968,43.2001022131031
0.3143,"DA",133,"0","35250137","35250137","3525005",397,"5370001.09",138,"3525","35537","35250137",0.3143,195,200,400,175,100,100,125,150,200,150,200,125,175,95,95,120,175,-79.8915466020068,43.1992389765579
1.2709,"DA",830,"0","35250144","35250144","3525005",2470,"5370123.02",856,"3525","35537","35250144",1.2709,1265,1205,2470,955,100,100,860,1150,1260,1150,1260,865,955,605,700,860,960,-79.9672254569505,43.2085420081461
0.1676,"DA",124,"0","35250145","35250145","3525005",364,"5370123.02",127,"3525","35537","35250145",0.1676,175,190,365,145,100,100,150,215,180,210,180,150,150,95,85,150,145,-79.9619007808751,43.2137694185336
0.2335,"DA",152,"0","35250147","35250147","3525005",528,"5370123.02",156,"3525","35537","35250147",0.2335,295,230,530,180,100,100,170,200,205,205,205,170,180,100,95,170,180,-79.9819655453776,43.208976548751
0.1672,"DA",173,"0","35250148","35250148","3525005",423,"5370122.01",175,"3525","35537","35250148",0.1672,220,200,420,200,100,100,175,190,210,185,215,175,200,110,100,175,205,-79.9869577201715,43.2095992757719
0.3298,"DA",188,"0","35250149","35250149","3525005",547,"5370122.01",191,"3525","35537","35250149",0.3298,255,295,545,205,100,100,245,320,275,320,275,245,205,130,160,245,205,-79.9912387869569,43.2084971799921
0.2697,"DA",213,"0","35250150","35250150","3525005",453,"5370122.01",216,"3525","35537","35250150",0.2697,240,210,455,235,100,100,180,230,270,225,265,180,235,105,115,180,240,-79.9896362831642,43.2138525167035
0.1698,"DA",161,"0","35250151","35250151","3525005",455,"5370122.01",164,"3525","35537","35250151",0.1698,225,235,455,160,100,100,185,215,185,215,185,190,165,105,80,185,165,-79.9959415547563,43.2102870879495
0.9913,"DA",570,"0","35250152","35250152","3525005",1439,"5370122.02",584,"3525","35537","35250152",0.9913,760,680,1440,615,100,100,550,675,690,670,685,550,615,270,325,550,615,-79.9983138915914,43.2148363972986
0.2373,"DA",209,"0","35250153","35250153","3525005",545,"5370122.01",213,"3525","35537","35250153",0.2373,260,285,545,210,100,100,255,315,250,315,245,260,205,125,120,255,210,-80.0000689367662,43.2068396111591
0.1889,"DA",135,"0","35250156","35250156","3525005",395,"5370123.02",135,"3525","35537","35250156",0.1889,220,175,395,200,100,100,155,175,235,180,230,155,200,95,95,155,200,-79.9787292036842,43.203773297094
2.8105,"DA",168,"0","35250158","35250158","3525005",500,"5370122.02",169,"3525","35537","35250158",2.8105,245,255,500,210,100,100,235,300,240,295,245,235,210,110,110,235,210,-80.0041610834651,43.22873417315
0.3185,"DA",151,"0","35250159","35250159","3525005",412,"5370122.02",154,"3525","35537","35250159",0.3185,205,205,410,170,100,100,160,185,205,185,205,160,170,80,95,160,165,-79.9970202856405,43.2286030826601
0.1617,"DA",127,"0","35250160","35250160","3525005",398,"5370122.02",128,"3525","35537","35250160",0.1617,190,205,400,170,100,100,160,200,220,200,215,160,170,95,100,160,170,-79.9947786825596,43.2251422066726
0.2634,"DA",225,"0","35250161","35250161","3525005",661,"5370122.02",228,"3525","35537","35250161",0.2634,350,310,660,335,100,100,280,290,385,290,385,280,335,175,190,280,335,-79.9910915864642,43.2262550433407
0.2096,"DA",140,"0","35250162","35250162","3525005",383,"5370122.02",142,"3525","35537","35250162",0.2096,195,190,385,135,100,100,155,185,155,185,160,150,135,65,75,155,130,-79.9906761620805,43.2211458137406
0.5505,"DA",215,"0","35250163","35250163","3525005",582,"5370123.01",218,"3525","35537","35250163",0.5505,300,280,580,230,100,100,225,245,295,240,295,225,230,125,125,225,230,-79.9837773174533,43.224214894971
0.266,"DA",260,"0","35250164","35250164","3525005",566,"5370123.02",268,"3525","35537","35250164",0.266,305,265,565,270,100,100,250,295,280,290,275,250,265,135,110,250,265,-79.9848197943591,43.2167725787297
8.8245,"DA",167,"0","35250172","35250172","3525005",502,"5370100.04",172,"3525","35537","35250172",8.8245,260,240,505,205,100,100,210,275,245,275,245,210,205,135,145,215,205,-79.8119558843728,43.1482482521747
8.5862,"DA",417,"0","35250173","35250173","3525005",1298,"5370100.04",423,"3525","35537","35250173",8.5862,660,640,1300,525,100,100,520,655,665,655,665,520,525,360,345,520,525,-79.7847579988808,43.1358539688545
0.3868,"DA",506,"0","35250175","35250175","3525005",1621,"5370080.05",509,"3525","35537","35250175",0.3868,840,780,1620,630,100,100,535,750,815,745,815,535,630,385,450,535,625,-79.7790805584584,43.1766784665777
0.1672,"DA",221,"0","35250176","35250176","3525005",717,"5370080.05",222,"3525","35537","35250176",0.1672,360,360,715,290,100,100,265,315,325,315,325,260,290,185,185,265,285,-79.7826944547867,43.1783504965219
0.1582,"DA",244,"0","35250177","35250177","3525005",768,"5370080.05",250,"3525","35537","35250177",0.1582,385,385,770,340,100,100,310,375,400,375,400,310,340,190,230,310,345,-79.7772680799847,43.1808235786897
0.1691,"DA",176,"0","35250178","35250178","3525005",559,"5370080.05",178,"3525","35537","35250178",0.1691,280,280,555,255,100,100,220,245,290,245,295,225,255,135,160,220,250,-79.7833043886568,43.1824063363291
0.1448,"DA",189,"0","35250179","35250179","3525005",614,"5370080.07",190,"3525","35537","35250179",0.1448,305,310,615,240,100,100,265,310,280,310,285,265,245,170,180,265,240,-79.7838893209986,43.1862729700821
1.0067,"DA",911,"0","35250180","35250180","3525005",3131,"5370080.07",927,"3525","35537","35250180",1.0067,1530,1600,3130,1180,100,100,1210,1615,1540,1615,1540,1210,1180,815,875,1210,1180,-79.7767483724523,43.1874192094725
0.1152,"DA",118,"0","35250181","35250181","3525005",366,"5370080.07",118,"3525","35537","35250181",0.1152,180,190,365,130,100,100,130,170,190,170,195,130,125,90,85,130,130,-79.7846297757777,43.1914618519979
0.0502,"DA",75,"0","35250183","35250183","3525005",218,"5370080.06",75,"3525","35537","35250183",0.0502,110,110,220,95,NA,NA,110,125,120,120,125,110,95,70,75,110,95,-79.7893746523152,43.1897259365116
0.0775,"DA",123,"0","35250184","35250184","3525005",363,"5370080.06",124,"3525","35537","35250184",0.0775,185,180,365,160,100,100,125,160,215,165,215,125,160,95,105,125,160,-79.7925648652926,43.1912929303508
0.3166,"DA",127,"0","35250185","35250185","3525005",519,"5370080.06",128,"3525","35537","35250185",0.3166,325,195,520,155,100,100,125,145,185,145,190,125,160,60,100,125,155,-79.7938262543047,43.1934315173844
0.0826,"DA",107,"0","35250186","35250186","3525005",317,"5370080.06",108,"3525","35537","35250186",0.0826,145,170,315,155,100,100,115,140,175,140,175,110,150,60,90,115,155,-79.7957985430877,43.1892314869376
0.1156,"DA",270,"0","35250188","35250188","3525005",740,"5370080.06",273,"3525","35537","35250188",0.1156,390,350,740,350,100,100,335,395,380,390,385,330,350,240,245,335,350,-79.8016003526819,43.1889891697745
0.2051,"DA",179,"0","35250189","35250189","3525005",558,"5370080.06",182,"3525","35537","35250189",0.2051,280,280,555,230,100,100,265,340,275,335,275,265,225,190,145,265,230,-79.8018337672442,43.1914106858898
0.1135,"DA",138,"0","35250190","35250190","3525005",416,"5370080.06",142,"3525","35537","35250190",0.1135,220,195,415,185,100,100,160,190,220,185,225,160,185,95,100,155,185,-79.8010027550655,43.1943715583051
0.7445,"DA",259,"0","35250191","35250191","3525005",718,"5370080.06",264,"3525","35537","35250191",0.7445,385,340,720,280,100,100,265,325,355,325,360,265,280,195,205,260,280,-79.8082915043713,43.1932974582394
0.4072,"DA",452,"0","35250192","35250192","3525005",1442,"5370080.03",455,"3525","35537","35250192",0.4072,725,715,1440,585,100,100,630,780,750,780,750,630,585,415,425,630,585,-79.8048556218749,43.1977713477088
0.0899,"DA",118,"0","35250193","35250193","3525005",317,"5370080.03",118,"3525","35537","35250193",0.0899,160,160,320,170,100,100,145,155,195,150,200,145,170,95,105,140,170,-79.8019380679148,43.199442450574
0.1167,"DA",158,"0","35250194","35250194","3525005",466,"5370080.03",158,"3525","35537","35250194",0.1167,220,240,465,185,100,100,175,225,245,225,245,180,185,110,130,175,185,-79.8027062811951,43.2014734526778
0.186,"DA",195,"0","35250196","35250196","3525005",560,"5370080.03",195,"3525","35537","35250196",0.186,290,270,560,250,100,100,220,295,315,290,320,220,250,170,155,215,255,-79.7967793341142,43.2005733088434
0.1356,"DA",189,"0","35250197","35250197","3525005",521,"5370080.03",190,"3525","35537","35250197",0.1356,250,270,520,235,100,100,235,260,270,260,275,235,235,130,155,235,235,-79.7931974389986,43.2011791128267
0.7133,"DA",233,"0","35250200","35250200","3525005",568,"5370026.04",239,"3525","35537","35250200",0.7133,290,280,565,245,100,100,215,255,275,255,275,215,245,145,185,215,240,-79.7875802152692,43.2083074293042
0.0719,"DA",109,"0","35250201","35250201","3525005",285,"5370026.04",109,"3525","35537","35250201",0.0719,145,140,285,150,100,100,135,145,180,145,180,135,150,80,80,130,150,-79.7860558183071,43.2084760310718
0.1515,"DA",444,"0","35250202","35250202","3525005",1039,"5370026.06",458,"3525","35537","35250202",0.1515,520,515,1040,475,100,100,420,540,585,540,585,420,480,315,315,420,480,-79.7878804362543,43.2113229238508
0.205,"DA",431,"0","35250203","35250203","3525005",1233,"5370026.06",454,"3525","35537","35250203",0.205,635,600,1230,455,100,100,445,595,580,595,585,445,450,285,310,445,455,-79.7836613641971,43.2129513209066
0.0655,"DA",376,"0","35250204","35250204","3525005",900,"5370026.06",384,"3525","35537","35250204",0.0655,495,405,900,460,100,100,335,420,555,420,550,335,460,190,340,335,455,-79.7865413915182,43.2154934001225
0.0538,"DA",88,"0","35250205","35250205","3525005",240,"5370026.06",89,"3525","35537","35250205",0.0538,125,115,240,105,NA,NA,110,130,115,135,115,110,105,65,70,110,105,-79.7885215653169,43.2138839520993
0.1399,"DA",232,"0","35250206","35250206","3525005",640,"5370026.06",236,"3525","35537","35250206",0.1399,325,315,640,265,100,100,255,305,305,305,305,250,265,175,175,255,265,-79.7908221321419,43.2152006838083
0.0633,"DA",108,"0","35250207","35250207","3525005",289,"5370026.06",109,"3525","35537","35250207",0.0633,155,135,290,140,100,100,125,140,160,140,160,125,140,90,85,125,140,-79.7911496649818,43.21241151868
0.108,"DA",154,"0","35250208","35250208","3525005",383,"5370026.04",154,"3525","35537","35250208",0.108,190,195,385,160,100,100,175,205,190,205,190,175,160,95,95,170,160,-79.7935472034607,43.210356819063
0.1091,"DA",130,"0","35250209","35250209","3525005",342,"5370026.04",130,"3525","35537","35250209",0.1091,185,155,345,155,100,100,120,140,170,140,170,120,155,65,90,115,155,-79.792618162293,43.2077686940477
0.1187,"DA",163,"0","35250210","35250210","3525005",438,"5370026.05",167,"3525","35537","35250210",0.1187,220,215,440,160,100,100,150,160,170,155,170,150,160,85,95,155,155,-79.7928750157817,43.2165932846591
0.061,"DA",193,"0","35250211","35250211","3525005",312,"5370026.05",198,"3525","35537","35250211",0.061,190,120,315,200,100,100,95,90,200,95,200,95,200,15,60,90,200,-79.7954057811221,43.2174769105138
0.0574,"DA",222,"0","35250212","35250212","3525005",432,"5370026.05",225,"3525","35537","35250212",0.0574,240,190,430,210,100,100,170,180,225,180,225,165,210,85,120,165,210,-79.7978478583772,43.2151008946814
0.586,"DA",160,"0","35250213","35250213","3525005",375,"5370026.05",162,"3525","35537","35250213",0.586,185,190,375,150,100,100,140,155,150,155,150,140,145,65,55,140,150,-79.8014342445404,43.2083163973739
0.1075,"DA",147,"0","35250216","35250216","3525005",410,"5370026.05",157,"3525","35537","35250216",0.1075,210,200,410,180,100,100,145,160,200,160,205,145,180,95,80,145,180,-79.7914142868845,43.2202486824019
0.2903,"DA",228,"0","35250217","35250217","3525005",598,"5370026.05",232,"3525","35537","35250217",0.2903,305,290,600,225,100,100,265,320,285,320,285,265,225,160,155,260,225,-79.7881119473748,43.2228165435288
0.2547,"DA",405,"0","35250218","35250218","3525005",1203,"5370026.06",432,"3525","35537","35250218",0.2547,590,615,1205,425,100,100,475,605,545,605,545,475,425,300,310,475,425,-79.7857205838441,43.2195541677288
0.0349,"DA",335,"0","35250221","35250221","3525005",572,"5370026.01",340,"3525","35537","35250221",0.0349,290,280,570,255,100,100,240,290,305,295,310,240,255,150,175,245,260,-79.7811282120973,43.2228383365802
0.271,"DA",205,"0","35250222","35250222","3525005",545,"5370026.01",207,"3525","35537","35250222",0.271,295,250,545,240,100,100,165,210,275,215,275,160,240,110,130,165,240,-79.7784762435357,43.2251650414973
0.1527,"DA",187,"0","35250223","35250223","3525005",455,"5370026.01",191,"3525","35537","35250223",0.1527,235,220,455,245,100,100,220,255,275,255,270,220,245,140,155,215,240,-79.7812967303707,43.2278197222209
0.0808,"DA",184,"0","35250224","35250224","3525005",444,"5370026.01",202,"3525","35537","35250224",0.0808,215,235,445,165,100,100,160,190,200,195,200,155,165,105,100,160,160,-79.7844126373415,43.2257247540618
0.2396,"DA",140,"0","35250225","35250225","3525005",370,"5370026.01",145,"3525","35537","35250225",0.2396,180,190,370,160,100,100,140,175,180,175,185,145,165,85,80,140,160,-79.7860224403841,43.2281879743469
0.0596,"DA",328,"0","35250226","35250226","3525005",517,"5370026.01",334,"3525","35537","35250226",0.0596,305,215,515,280,100,100,170,185,295,185,295,170,275,105,150,170,275,-79.7811987100697,43.2307429085382
0.1051,"DA",269,"0","35250227","35250227","3525005",573,"5370026.01",273,"3525","35537","35250227",0.1051,305,265,575,240,100,100,230,255,295,255,295,230,240,150,165,230,245,-79.7767564792434,43.2295072020427
0.3311,"DA",196,"0","35250230","35250230","3525005",470,"5370072.02",200,"3525","35537","35250230",0.3311,230,240,470,205,100,100,200,235,265,235,265,200,210,120,110,195,205,-79.7767425040011,43.235397728644
0.2977,"DA",269,"0","35250231","35250231","3525005",744,"5370072.02",276,"3525","35537","35250231",0.2977,390,355,745,370,100,100,320,365,435,360,440,320,370,185,220,320,365,-79.7717923428338,43.232424507993
0.2099,"DA",320,"0","35250232","35250232","3525005",877,"5370072.02",328,"3525","35537","35250232",0.2099,470,410,880,330,100,100,255,385,435,385,430,250,330,170,255,255,335,-79.7691289624186,43.2362615134522
0.3372,"DA",207,"0","35250233","35250233","3525005",580,"5370072.02",212,"3525","35537","35250233",0.3372,300,280,580,245,100,100,215,245,275,250,270,220,245,115,105,215,245,-79.7654605140244,43.2323366937781
0.1095,"DA",116,"0","35250234","35250234","3525005",395,"5370072.02",119,"3525","35537","35250234",0.1095,200,195,395,165,100,100,155,215,175,215,175,155,165,105,115,155,165,-79.7636131890605,43.2363739888758
0.2024,"DA",370,"0","35250238","35250238","3525005",981,"5370072.03",390,"3525","35537","35250238",0.2024,485,490,980,390,100,100,370,505,510,500,505,370,390,275,255,370,390,-79.7549429255598,43.2325345739285
0.0661,"DA",129,"0","35250239","35250239","3525005",452,"5370072.03",129,"3525","35537","35250239",0.0661,215,240,450,200,100,100,215,280,250,280,245,215,200,135,100,220,195,-79.7597809829246,43.2310770420879
0.0492,"DA",275,"0","35250240","35250240","3525005",669,"5370072.03",283,"3525","35537","35250240",0.0492,325,345,670,260,100,100,295,345,360,345,360,295,265,225,190,290,260,-79.7607892529728,43.2329288758735
0.1119,"DA",95,"0","35250241","35250241","3525005",294,"5370072.03",97,"3525","35537","35250241",0.1119,135,160,295,150,100,100,135,160,160,160,160,135,150,90,100,140,150,-79.7610656058378,43.2295500621866
0.0126,"DA",0,"0","35250242","35250242","3525005",0,"5370082.00",0,"3525","35537","35250242",0.0126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.76289465401,43.2281354698734
0.3884,"DA",498,"0","35250243","35250243","3525005",1193,"5370082.00",521,"3525","35537","35250243",0.3884,625,565,1190,570,100,100,455,560,660,565,660,455,565,280,370,455,565,-79.7610401003815,43.2246052644729
0.3954,"DA",290,"0","35250248","35250248","3525005",872,"5370072.04",293,"3525","35537","35250248",0.3954,450,425,870,395,100,100,420,490,480,490,480,415,400,230,225,420,400,-79.7513823134468,43.2293256671221
0.1667,"DA",310,"0","35250249","35250249","3525005",519,"5370083.00",316,"3525","35537","35250249",0.1667,280,235,520,265,100,100,220,240,280,240,280,220,265,125,135,220,260,-79.7528977900153,43.2242078717841
0.1448,"DA",196,"0","35250250","35250250","3525005",483,"5370082.00",202,"3525","35537","35250250",0.1448,230,245,485,205,100,100,195,215,215,215,220,195,205,135,130,195,200,-79.757205010018,43.2229346894573
0.083,"DA",193,"0","35250251","35250251","3525005",401,"5370083.00",200,"3525","35537","35250251",0.083,200,200,400,155,100,100,165,200,200,200,200,160,155,120,120,165,155,-79.7561048446755,43.2194528083095
0.162,"DA",331,"0","35250254","35250254","3525005",693,"5370081.00",333,"3525","35537","35250254",0.162,340,350,690,280,100,100,285,320,305,315,305,280,280,170,175,285,275,-79.749608910228,43.2155856625737
0.2091,"DA",280,"0","35250255","35250255","3525005",531,"5370081.00",288,"3525","35537","35250255",0.2091,270,265,530,215,100,100,230,245,230,245,230,235,215,125,115,230,210,-79.7542168892466,43.2142159710428
0.2566,"DA",300,"0","35250256","35250256","3525005",606,"5370081.00",309,"3525","35537","35250256",0.2566,335,270,605,325,100,100,245,265,350,270,345,245,325,115,150,245,325,-79.7611876876329,43.2158697914104
0.0916,"DA",357,"0","35250257","35250257","3525005",589,"5370082.00",367,"3525","35537","35250257",0.0916,315,275,590,315,100,100,250,275,325,275,330,250,315,145,180,250,315,-79.7589329608314,43.2187286784786
0.2199,"DA",442,"0","35250258","35250258","3525005",741,"5370082.00",455,"3525","35537","35250258",0.2199,415,325,740,415,100,100,325,360,450,355,450,325,415,155,165,325,410,-79.7636001078189,43.2200681350349
0.293,"DA",268,"0","35250259","35250259","3525005",602,"5370082.00",294,"3525","35537","35250259",0.293,315,290,605,220,100,100,220,255,260,255,255,215,225,130,130,220,220,-79.7667800901648,43.2243922578446
0.0806,"DA",315,"0","35250260","35250260","3525005",564,"5370026.02",318,"3525","35537","35250260",0.0806,305,255,565,290,100,100,275,330,320,330,320,275,295,135,145,280,290,-79.7687372524748,43.2264896931754
0.1555,"DA",268,"0","35250261","35250261","3525005",496,"5370026.02",275,"3525","35537","35250261",0.1555,280,220,495,260,100,100,210,245,275,245,275,210,260,110,120,215,260,-79.771798798101,43.2279612684377
0.3837,"DA",294,"0","35250262","35250262","3525005",779,"5370026.02",299,"3525","35537","35250262",0.3837,420,360,780,325,100,100,275,310,360,310,360,275,325,145,120,270,325,-79.7731147170904,43.2232115075959
0.6027,"DA",359,"0","35250263","35250263","3525005",1146,"5370026.03",361,"3525","35537","35250263",0.6027,590,555,1145,505,100,100,465,585,600,590,600,465,505,305,305,465,505,-79.7734959937996,43.2166035747851
0.095,"DA",127,"0","35250264","35250264","3525005",371,"5370026.03",127,"3525","35537","35250264",0.095,185,185,370,175,100,100,150,175,195,175,195,150,180,70,70,150,180,-79.7768341422391,43.2149642674704
0.1956,"DA",141,"0","35250265","35250265","3525005",389,"5370026.03",143,"3525","35537","35250265",0.1956,210,180,390,160,100,100,150,190,180,190,180,150,160,85,90,150,160,-79.7791020684386,43.2138758286699
0.0762,"DA",161,"0","35250266","35250266","3525005",402,"5370026.03",165,"3525","35537","35250266",0.0762,210,190,400,180,100,100,170,225,220,225,220,170,180,105,90,170,180,-79.7792250235862,43.2112925103161
